group_id,load_step,displacement_y,force_y
52,14,0.14,12725.8
52,15,0.15,12996.7
52,16,0.16,13265
52,17,0.17,13531.2
52,18,0.18,13795.4
52,19,0.19,14057.6
52,20,0.2,14318.2
53,0,0,0
53,1,0.01,4506.88
53,2,0.02,7271.33
53,3,0.03,8090.82
53,4,0.04,8705.24
53,5,0.05,9228.76
53,6,0.06,9713.46
53,7,0.07,10170
53,8,0.08,10613.1
53,9,0.09,11048.2
53,10,0.1,11477.3
53,11,0.11,11901.7
53,12,0.12,12322.2
53,13,0.13,12739.5
53,14,0.14,13153.9
53,15,0.15,13565.8
53,16,0.16,13975.3
53,17,0.17,14382.6
53,18,0.18,14787.8
53,19,0.19,15191.1
53,20,0.2,15592.6
54,0,0,0
54,1,0.01,4990.12
54,2,0.02,7284.48
54,3,0.03,8040.61
54,4,0.04,8632.42
54,5,0.05,9159.18
54,6,0.06,9659.78
54,7,0.07,10139.6
54,8,0.08,10609.8
54,9,0.09,11073.5
54,10,0.1,11532.4
54,11,0.11,11987.1
54,12,0.12,12438.4
54,13,0.13,12886.7
54,14,0.14,13332.2
54,15,0.15,13775.3
54,16,0.16,14216.1
54,17,0.17,14654.7
54,18,0.18,15091.3
54,19,0.19,15525.9
54,20,0.2,15958.6
55,0,0,0
55,1,0.01,4682.91
55,2,0.02,6962.44
55,3,0.03,7595.47
55,4,0.04,8039.92
55,5,0.05,8409.12
55,6,0.06,8745.83
55,7,0.07,9068.23
55,8,0.08,9376.64
55,9,0.09,9677.57
55,10,0.1,9973.47
55,11,0.11,10265.4
55,12,0.12,10554
55,13,0.13,10839.7
55,14,0.14,11123
55,15,0.15,11404.1
55,16,0.16,11683.2
55,17,0.17,11960.5
55,18,0.18,12236
55,19,0.19,12510
55,20,0.2,12782.5
56,0,0,0
56,1,0.01,4660.98
56,2,0.02,8143.84
56,3,0.03,9078.16
56,4,0.04,9731.24
56,5,0.05,10263.6
56,6,0.06,10735.8
56,7,0.07,11180
56,8,0.08,11602.2
56,9,0.09,12012.7
56,10,0.1,12415.4
56,11,0.11,12812.3
56,12,0.12,13204.4
56,13,0.13,13592.7
56,14,0.14,13977.7
56,15,0.15,14359.7
56,16,0.16,14739.1
56,17,0.17,15116.1
56,18,0.18,15490.8
56,19,0.19,15863.5
56,20,0.2,16234.2
57,0,0,0
57,1,0.01,5160.67
57,2,0.02,7470.94
57,3,0.03,7945.32
57,4,0.04,8231.68
57,5,0.05,8458.13
57,6,0.06,8664.44
57,7,0.07,8856.11
57,8,0.08,9039.21
57,9,0.09,9216.09
57,10,0.1,9388.11
57,11,0.11,9556.2
57,12,0.12,9721.08
57,13,0.13,9883.28
57,14,0.14,10043.2
57,15,0.15,10201.1
57,16,0.16,10357.2
57,17,0.17,10511.6
57,18,0.18,10664.7
57,19,0.19,10816.3
57,20,0.2,10966.8
58,0,0,0
58,1,0.01,5200.48
58,2,0.02,7327.5
58,3,0.03,7953.16
58,4,0.04,8402.96
58,5,0.05,8787.48
58,6,0.06,9143.6
58,7,0.07,9486.86
58,8,0.08,9816.75
58,9,0.09,10139.6
58,10,0.1,10457.6
58,11,0.11,10771.6
58,12,0.12,11082.3
58,13,0.13,11390.2
58,14,0.14,11695.6
58,15,0.15,11998.7
58,16,0.16,12299.8
58,17,0.17,12598.9
58,18,0.18,12896.3
58,19,0.19,13192.1
58,20,0.2,13486.2
59,0,0,0
59,1,0.01,4597.01
59,2,0.02,7987.9
59,3,0.03,8841.23
59,4,0.04,9421.59
59,5,0.05,9904.88
59,6,0.06,10347.7
59,7,0.07,10762.7
59,8,0.08,11163.4
59,9,0.09,11555.4
59,10,0.1,11940.9
59,11,0.11,12321.4
59,12,0.12,12697.7
59,13,0.13,13070.5
59,14,0.14,13440.3
59,15,0.15,13807.4
59,16,0.16,14172
59,17,0.17,14534.4
59,18,0.18,14894.6
59,19,0.19,15253
59,20,0.2,15609.4
60,0,0,0
60,1,0.01,4665.09
60,2,0.02,8472.42
60,3,0.03,9396.92
60,4,0.04,9971.83
60,5,0.05,10403
60,6,0.06,10769.3
60,7,0.07,11095.1
60,8,0.08,11401.8
60,9,0.09,11696.8
60,10,0.1,11983.4
60,11,0.11,12263.5
60,12,0.12,12538.5
60,13,0.13,12809.5
60,14,0.14,13076.9
60,15,0.15,13341.4
60,16,0.16,13603.3
60,17,0.17,13862.9
60,18,0.18,14120.3
60,19,0.19,14375.8
60,20,0.2,14629.5
61,0,0,0
61,1,0.01,4558.97
61,2,0.02,8030.89
61,3,0.03,8937.53
61,4,0.04,9562.35
61,5,0.05,10088.9
61,6,0.06,10573.7
61,7,0.07,11029.9
61,8,0.08,11471.6
61,9,0.09,11904.3
61,10,0.1,12330.5
61,11,0.11,12751.4
61,12,0.12,13168.1
61,13,0.13,13581.3
61,14,0.14,13991.3
61,15,0.15,14398.5
61,16,0.16,14803.2
61,17,0.17,15205.6
61,18,0.18,15605.7
61,19,0.19,16003.8
61,20,0.2,16400
62,0,0,0
62,1,0.01,5019.32
62,2,0.02,7392.77
62,3,0.03,8180.92
62,4,0.04,8787.26
62,5,0.05,9317.22
62,6,0.06,9816.73
62,7,0.07,10292.3
62,8,0.08,10756.9
62,9,0.09,11214.5
62,10,0.1,11666.8
62,11,0.11,12114.8
62,12,0.12,12559.2
62,13,0.13,13000.5
62,14,0.14,13438.9
62,15,0.15,13874.9
62,16,0.16,14308.4
62,17,0.17,14739.8
62,18,0.18,15169.2
62,19,0.19,15596.5
62,20,0.2,16022
63,0,0,0
63,1,0.01,5162.31
63,2,0.02,8428.79
63,3,0.03,9103.26
63,4,0.04,9480.03
63,5,0.05,9737.47
63,6,0.06,9952.29
63,7,0.07,10144.4
63,8,0.08,10325.9
63,9,0.09,10500
63,10,0.1,10668.2
63,11,0.11,10831.6
63,12,0.12,10990.9
63,13,0.13,11146.9
63,14,0.14,11299.9
63,15,0.15,11450.4
63,16,0.16,11598.7
63,17,0.17,11745.1
63,18,0.18,11889.8
63,19,0.19,12032.8
63,20,0.2,12174.5
64,0,0,0
64,1,0.01,4550.18
64,2,0.02,7489.42
64,3,0.03,8109.76
64,4,0.04,8488.82
64,5,0.05,8781.74
64,6,0.06,9042.53
64,7,0.07,9282.62
64,8,0.08,9511.58
64,9,0.09,9732.98
64,10,0.1,9948.71
64,11,0.11,10160
64,12,0.12,10367.6
64,13,0.13,10572.3
64,14,0.14,10774.4
64,15,0.15,10974.2
64,16,0.16,11172.1
64,17,0.17,11368.1
64,18,0.18,11562.5
64,19,0.19,11755.4
64,20,0.2,11946.9
65,0,0,0
65,1,0.01,4825.98
65,2,0.02,8511.45
65,3,0.03,9465.2
65,4,0.04,10110.3
65,5,0.05,10625.9
65,6,0.06,11077.9
65,7,0.07,11500.6
65,8,0.08,11900.5
65,9,0.09,12288
65,10,0.1,12667.3
65,11,0.11,13040.5
65,12,0.12,13408.8
65,13,0.13,13773.1
65,14,0.14,14133.9
65,15,0.15,14491.7
65,16,0.16,14846.7
65,17,0.17,15199.4
65,18,0.18,15549.7
65,19,0.19,15898
65,20,0.2,16244.2
66,0,0,0
66,1,0.01,4858.36
66,2,0.02,8049.38
66,3,0.03,8570.83
66,4,0.04,8815.49
66,5,0.05,8974.26
66,6,0.06,9106.02
66,7,0.07,9225.36
66,8,0.08,9338.27
66,9,0.09,9446.63
66,10,0.1,9551.12
66,11,0.11,9652.29
66,12,0.12,9750.61
66,13,0.13,9846.38
66,14,0.14,9939.92
66,15,0.15,10031.5
66,16,0.16,10121.2
66,17,0.17,10209.4
66,18,0.18,10296.1
66,19,0.19,10381.5
66,20,0.2,10465.7
67,0,0,0
67,1,0.01,4436.75
67,2,0.02,8567.99
67,3,0.03,9646.29
67,4,0.04,10153.2
67,5,0.05,10495.8
67,6,0.06,10765.5
67,7,0.07,11002.6
67,8,0.08,11219.8
67,9,0.09,11426.1
67,10,0.1,11624.6
67,11,0.11,11817.1
67,12,0.12,12004.7
67,13,0.13,12188.1
67,14,0.14,12368.2
67,15,0.15,12545.2
67,16,0.16,12719.7
67,17,0.17,12891.9
67,18,0.18,13062.1
67,19,0.19,13230.4
67,20,0.2,13397.1
68,0,0,0
68,1,0.01,4331.06
68,2,0.02,7090.23
68,3,0.03,7833.26
68,4,0.04,8361.28
68,5,0.05,8798.65
68,6,0.06,9193.94
68,7,0.07,9570.11
68,8,0.08,9930.04
68,9,0.09,10281.3
68,10,0.1,10626.8
68,11,0.11,10967.8
68,12,0.12,11305.1
68,13,0.13,11639.2
68,14,0.14,11970.6
68,15,0.15,12299.6
68,16,0.16,12626.4
68,17,0.17,12951.2
68,18,0.18,13274.2
68,19,0.19,13595.4
68,20,0.2,13914.9
69,0,0,0
69,1,0.01,4988.99
69,2,0.02,7976.29
69,3,0.03,8839.9
69,4,0.04,9478.35
69,5,0.05,10019.8
69,6,0.06,10520.6
69,7,0.07,10991.8
69,8,0.08,11448.8
69,9,0.09,11897.2
69,10,0.1,12339.2
69,11,0.11,12776.2
69,12,0.12,13209.1
69,13,0.13,13638.4
69,14,0.14,14064.7
69,15,0.15,14488.2
69,16,0.16,14909.2
69,17,0.17,15327.8
69,18,0.18,15744.3
69,19,0.19,16158.7
69,20,0.2,16571.1
70,0,0,0
70,1,0.01,5213.47
70,2,0.02,7024.54
70,3,0.03,7378
70,4,0.04,7543.87
70,5,0.05,7660.2
70,6,0.06,7757.74
70,7,0.07,7852.11
70,8,0.08,7941.61
70,9,0.09,8027.62
70,10,0.1,8110.72
70,11,0.11,8191.26
70,12,0.12,8269.54
70,13,0.13,8345.81
70,14,0.14,8420.28
70,15,0.15,8493.15
70,16,0.16,8564.58
70,17,0.17,8634.71
70,18,0.18,8703.66
70,19,0.19,8771.55
70,20,0.2,8838.45
71,0,0,0
71,1,0.01,5370.18
71,2,0.02,7550.06
71,3,0.03,7903.06
71,4,0.04,8078.59
71,5,0.05,8209.01
71,6,0.06,8322.91
71,7,0.07,8430.31
71,8,0.08,8532.91
71,9,0.09,8631.64
71,10,0.1,8727.03
71,11,0.11,8819.54
71,12,0.12,8909.51
71,13,0.13,8997.25
71,14,0.14,9083.02
71,15,0.15,9167.05
71,16,0.16,9249.5
71,17,0.17,9330.56
71,18,0.18,9410.34
71,19,0.19,9488.97
71,20,0.2,9566.54
72,0,0,0
72,1,0.01,4832.42
72,2,0.02,8591.11
72,3,0.03,9587.26
72,4,0.04,10270
72,5,0.05,10828.3
72,6,0.06,11330.3
72,7,0.07,11794.1
72,8,0.08,12239.1
72,9,0.09,12672.8
72,10,0.1,13098.3
72,11,0.11,13517.7
72,12,0.12,13932.2
72,13,0.13,14342.7
72,14,0.14,14749.6
72,15,0.15,15153.4
72,16,0.16,15554.5
72,17,0.17,15953
72,18,0.18,16349.2
72,19,0.19,16743.1
72,20,0.2,17135.1
73,0,0,0
73,1,0.01,4552.95
73,2,0.02,8312.9
73,3,0.03,9236.37
73,4,0.04,9807.53
73,5,0.05,10255.5
73,6,0.06,10647
73,7,0.07,11012.2
73,8,0.08,11357.4
73,9,0.09,11691.3
73,10,0.1,12017.6
73,11,0.11,12338
73,12,0.12,12653.9
73,13,0.13,12965.9
73,14,0.14,13274.6
73,15,0.15,13580.5
73,16,0.16,13883.8
73,17,0.17,14184.9
73,18,0.18,14483.8
73,19,0.19,14780.8
73,20,0.2,15075.9
74,0,0,0
74,1,0.01,4969.77
74,2,0.02,7439.19
74,3,0.03,8143.68
74,4,0.04,8676.81
74,5,0.05,9146
74,6,0.06,9589.57
74,7,0.07,10012.8
74,8,0.08,10426.1
74,9,0.09,10833
74,10,0.1,11234.9
74,11,0.11,11632.7
74,12,0.12,12027
74,13,0.13,12418.4
74,14,0.14,12807.1
74,15,0.15,13193.4
74,16,0.16,13577.5
74,17,0.17,13959.4
74,18,0.18,14339.5
74,19,0.19,14717.7
74,20,0.2,15094.1
75,0,0,0
75,1,0.01,5287.89
75,2,0.02,8916.7
75,3,0.03,9490.31
75,4,0.04,9739.19
75,5,0.05,9891.74
75,6,0.06,10007.8
75,7,0.07,10113.8
75,8,0.08,10214.4
75,9,0.09,10310.7
75,10,0.1,10403.6
75,11,0.11,10493.6
75,12,0.12,10580.9
75,13,0.13,10665.8
75,14,0.14,10748.6
75,15,0.15,10829.5
75,16,0.16,10908.6
75,17,0.17,10986.1
75,18,0.18,11062.2
75,19,0.19,11136.9
75,20,0.2,11210.3
76,0,0,0
76,1,0.01,5146.9
76,2,0.02,7324.59
76,3,0.03,7813.97
76,4,0.04,8103.09
76,5,0.05,8325.04
76,6,0.06,8525.55
76,7,0.07,8710.97
76,8,0.08,8887.84
76,9,0.09,9058.51
76,10,0.1,9224.29
76,11,0.11,9386.12
76,12,0.12,9544.71
76,13,0.13,9700.6
76,14,0.14,9854.19
76,15,0.15,10005.8
76,16,0.16,10155.6
76,17,0.17,10303.8
76,18,0.18,10450.6
76,19,0.19,10596
76,20,0.2,10740.2
77,0,0,0
77,1,0.01,4367.71
77,2,0.02,6901.59
77,3,0.03,7657.82
77,4,0.04,8220.54
77,5,0.05,8696.08
77,6,0.06,9130.95
77,7,0.07,9547.25
77,8,0.08,9947.64
77,9,0.09,10339.8
77,10,0.1,10726.4
77,11,0.11,11108.7
77,12,0.12,11487.3
77,13,0.13,11862.9
77,14,0.14,12235.8
77,15,0.15,12606.2
77,16,0.16,12974.5
77,17,0.17,13340.7
77,18,0.18,13705
77,19,0.19,14067.6
77,20,0.2,14428.4
78,0,0,0
78,1,0.01,5141.74
78,2,0.02,8954.52
78,3,0.03,9972.59
78,4,0.04,10686.1
78,5,0.05,11281
78,6,0.06,11823.9
78,7,0.07,12330.7
78,8,0.08,12819.9
78,9,0.09,13298.2
78,10,0.1,13768.7
78,11,0.11,14233.2
78,12,0.12,14692.8
78,13,0.13,15148.3
78,14,0.14,15600.2
78,15,0.15,16048.9
78,16,0.16,16494.8
78,17,0.17,16938
78,18,0.18,17378.8
78,19,0.19,17817.3
78,20,0.2,18253.6
79,0,0,0
79,1,0.01,5539.23
79,2,0.02,8554.8
79,3,0.03,9107.1
79,4,0.04,9427.89
79,5,0.05,9677.29
79,6,0.06,9901.38
79,7,0.07,10109.1
79,8,0.08,10307.2
79,9,0.09,10498.2
79,10,0.1,10683.6
79,11,0.11,10864.6
79,12,0.12,11041.8
79,13,0.13,11215.9
79,14,0.14,11387.4
79,15,0.15,11556.6
79,16,0.16,11723.7
79,17,0.17,11889
79,18,0.18,12052.6
79,19,0.19,12214.7
79,20,0.2,12375.4
80,0,0,0
80,1,0.01,5460.25
80,2,0.02,8245.82
80,3,0.03,8810.34
80,4,0.04,9158.05
80,5,0.05,9434.45
80,6,0.06,9685.75
80,7,0.07,9919.12
80,8,0.08,10142.2
80,9,0.09,10358.1
80,10,0.1,10568.4
80,11,0.11,10774.2
80,12,0.12,10976.4
80,13,0.13,11175.6
80,14,0.14,11372.1
80,15,0.15,11566.4
80,16,0.16,11758.6
80,17,0.17,11949
80,18,0.18,12137.7
80,19,0.19,12324.9
80,20,0.2,12510.6
81,0,0,0
81,1,0.01,5003.88
81,2,0.02,7759.53
81,3,0.03,8346.12
81,4,0.04,8696.81
81,5,0.05,8961.19
81,6,0.06,9195.68
81,7,0.07,9411.05
81,8,0.08,9616.12
81,9,0.09,9813.93
81,10,0.1,10006.1
81,11,0.11,10193.9
81,12,0.12,10378
81,13,0.13,10559
81,14,0.14,10737.5
81,15,0.15,10913.7
81,16,0.16,11088
81,17,0.17,11260.5
81,18,0.18,11431.4
81,19,0.19,11600.8
81,20,0.2,11768.8
82,0,0,0
82,1,0.01,4854.33
82,2,0.02,7225.92
82,3,0.03,7700.54
82,4,0.04,7946.92
82,5,0.05,8112.77
82,6,0.06,8254.4
82,7,0.07,8383.36
82,8,0.08,8505.94
82,9,0.09,8623.67
82,10,0.1,8737.36
82,11,0.11,8847.61
82,12,0.12,8954.91
82,13,0.13,9059.67
82,14,0.14,9162.2
82,15,0.15,9262.81
82,16,0.16,9361.7
82,17,0.17,9459.09
82,18,0.18,9555.11
82,19,0.19,9649.91
82,20,0.2,9743.58
83,0,0,0
83,1,0.01,4492.71
83,2,0.02,8604.71
83,3,0.03,9816.13
83,4,0.04,10552.4
83,5,0.05,11151.5
83,6,0.06,11687.6
83,7,0.07,12182.4
83,8,0.08,12655.9
83,9,0.09,13116.5
83,10,0.1,13568.1
83,11,0.11,14013
83,12,0.12,14452.5
83,13,0.13,14887.6
83,14,0.14,15319
83,15,0.15,15747.1
83,16,0.16,16172.3
83,17,0.17,16594.8
83,18,0.18,17014.8
83,19,0.19,17432.5
83,20,0.2,17848
84,0,0,0
84,1,0.01,4339.41
84,2,0.02,7979.68
84,3,0.03,8814.34
84,4,0.04,9288.97
84,5,0.05,9625.73
84,6,0.06,9903
84,7,0.07,10145.9
84,8,0.08,10373.3
84,9,0.09,10590.8
84,10,0.1,10801.1
84,11,0.11,11005.7
84,12,0.12,11205.8
84,13,0.13,11402
84,14,0.14,11595.2
84,15,0.15,11785.6
84,16,0.16,11973.7
84,17,0.17,12159.7
84,18,0.18,12343.8
84,19,0.19,12526.2
84,20,0.2,12707.1
85,0,0,0
85,1,0.01,5024.26
85,2,0.02,8694
85,3,0.03,9527.03
85,4,0.04,10038.7
85,5,0.05,10423.1
85,6,0.06,10752
85,7,0.07,11056.9
85,8,0.08,11343.1
85,9,0.09,11618.6
85,10,0.1,11886.5
85,11,0.11,12148.7
85,12,0.12,12406.2
85,13,0.13,12659.9
85,14,0.14,12910.4
85,15,0.15,13158
85,16,0.16,13403.1
85,17,0.17,13646.1
85,18,0.18,13887
85,19,0.19,14126
85,20,0.2,14363.3
86,0,0,0
86,1,0.01,5039.14
86,2,0.02,8765.88
86,3,0.03,9533.26
86,4,0.04,9966.25
86,5,0.05,10282.5
86,6,0.06,10553.6
86,7,0.07,10799
86,8,0.08,11031.4
86,9,0.09,11254.8
86,10,0.1,11471.4
86,11,0.11,11682.6
86,12,0.12,11889.4
86,13,0.13,12092.5
86,14,0.14,12292.5
86,15,0.15,12489.9
86,16,0.16,12684.9
86,17,0.17,12877.8
86,18,0.18,13068.8
86,19,0.19,13258.1
86,20,0.2,13445.8
87,0,0,0
87,1,0.01,4963.59
87,2,0.02,8844.11
87,3,0.03,9808.76
87,4,0.04,10435.1
87,5,0.05,10926.3
87,6,0.06,11358.1
87,7,0.07,11751.4
87,8,0.08,12125.6
87,9,0.09,12488.1
87,10,0.1,12842.3
87,11,0.11,13190.1
87,12,0.12,13532.9
87,13,0.13,13871.5
87,14,0.14,14206.6
87,15,0.15,14538.6
87,16,0.16,14867.9
87,17,0.17,15194.7
87,18,0.18,15519.3
87,19,0.19,15841.7
87,20,0.2,16162.2
88,0,0,0
88,1,0.01,4822.06
88,2,0.02,7577.83
88,3,0.03,8148.91
88,4,0.04,8492.67
88,5,0.05,8755.92
88,6,0.06,8990.76
88,7,0.07,9207.12
88,8,0.08,9413.34
88,9,0.09,9612.47
88,10,0.1,9806.15
88,11,0.11,9995.49
88,12,0.12,10181.3
88,13,0.13,10364.2
88,14,0.14,10544.6
88,15,0.15,10722.8
88,16,0.16,10899
88,17,0.17,11073.6
88,18,0.18,11246.5
88,19,0.19,11418
88,20,0.2,11588.1
89,0,0,0
89,1,0.01,5123.34
89,2,0.02,8577.65
89,3,0.03,9517.97
89,4,0.04,10187
89,5,0.05,10734.7
89,6,0.06,11224.3
89,7,0.07,11687.4
89,8,0.08,12128.8
89,9,0.09,12558.7
89,10,0.1,12981.1
89,11,0.11,13397.5
89,12,0.12,13809.3
89,13,0.13,14217.1
89,14,0.14,14621.6
89,15,0.15,15023
89,16,0.16,15421.7
89,17,0.17,15817.9
89,18,0.18,16211.8
89,19,0.19,16603.5
89,20,0.2,16993.2
90,0,0,0
90,1,0.01,4501.11
90,2,0.02,7884.5
90,3,0.03,8649.55
90,4,0.04,9111.96
90,5,0.05,9453.63
90,6,0.06,9745.91
90,7,0.07,10008.5
90,8,0.08,10256.8
90,9,0.09,10495.7
90,10,0.1,10727.7
90,11,0.11,10954.4
90,12,0.12,11176.7
90,13,0.13,11395.5
90,14,0.14,11611.3
90,15,0.15,11824.6
90,16,0.16,12035.6
90,17,0.17,12244.6
90,18,0.18,12451.7
90,19,0.19,12657.2
90,20,0.2,12861.1
91,0,0,0
91,1,0.01,5164.51
91,2,0.02,8791.57
91,3,0.03,9505.67
91,4,0.04,9879.06
91,5,0.05,10116.9
91,6,0.06,10305.6
91,7,0.07,10470.2
91,8,0.08,10625.1
91,9,0.09,10773.2
91,10,0.1,10915.9
91,11,0.11,11054.1
91,12,0.12,11188.5
91,13,0.13,11319.5
91,14,0.14,11447.6
91,15,0.15,11573.2
91,16,0.16,11696.5
91,17,0.17,11817.9
91,18,0.18,11937.4
91,19,0.19,12055.4
91,20,0.2,12171.9
92,0,0,0
92,1,0.01,4772.66
92,2,0.02,7577.31
92,3,0.03,8233.69
92,4,0.04,8655.74
92,5,0.05,8985.69
92,6,0.06,9280.99
92,7,0.07,9552.89
92,8,0.08,9812.65
92,9,0.09,10064.5
92,10,0.1,10310.4
92,11,0.11,10551.6
92,12,0.12,10789.2
92,13,0.13,11023.7
92,14,0.14,11255.5
92,15,0.15,11484.9
92,16,0.16,11712.3
92,17,0.17,11937.8
92,18,0.18,12161.6
92,19,0.19,12383.7
92,20,0.2,12604.4
93,0,0,0
93,1,0.01,4854.05
93,2,0.02,7808.4
93,3,0.03,8590.95
93,4,0.04,9135.47
93,5,0.05,9577.24
93,6,0.06,9972.48
93,7,0.07,10347.2
93,8,0.08,10704
93,9,0.09,11051.2
93,10,0.1,11392
93,11,0.11,11727.9
93,12,0.12,12059.7
93,13,0.13,12388
93,14,0.14,12713.5
93,15,0.15,13036.3
93,16,0.16,13356.8
93,17,0.17,13675.2
93,18,0.18,13991.6
93,19,0.19,14306.1
93,20,0.2,14618.8
94,0,0,0
94,1,0.01,5019.05
94,2,0.02,8193.53
94,3,0.03,9028.32
94,4,0.04,9614.71
94,5,0.05,10099.4
94,6,0.06,10537.5
94,7,0.07,10954.4
94,8,0.08,11353.2
94,9,0.09,11742.2
94,10,0.1,12124.7
94,11,0.11,12502
94,12,0.12,12875.1
94,13,0.13,13244.7
94,14,0.14,13611.1
94,15,0.15,13974.8
94,16,0.16,14336.1
94,17,0.17,14695
94,18,0.18,15051.8
94,19,0.19,15406.7
94,20,0.2,15759.6
95,0,0,0
95,1,0.01,5167.24
95,2,0.02,8413.74
95,3,0.03,8996.1
95,4,0.04,9316.71
95,5,0.05,9555.83
95,6,0.06,9766.49
95,7,0.07,9960.17
95,8,0.08,10144.3
95,9,0.09,10321.5
95,10,0.1,10493.1
95,11,0.11,10660.3
95,12,0.12,10823.7
95,13,0.13,10984
95,14,0.14,11141.6
95,15,0.15,11296.9
95,16,0.16,11450.1
95,17,0.17,11601.6
95,18,0.18,11751.3
95,19,0.19,11899.6
95,20,0.2,12046.5
96,0,0,0
96,1,0.01,4823.84
96,2,0.02,8053.47
96,3,0.03,8882.01
96,4,0.04,9446.3
96,5,0.05,9894.89
96,6,0.06,10289.8
96,7,0.07,10660.9
96,8,0.08,11012.4
96,9,0.09,11353.3
96,10,0.1,11687
96,11,0.11,12015.4
96,12,0.12,12339.4
96,13,0.13,12659.7
96,14,0.14,12977
96,15,0.15,13291.5
96,16,0.16,13603.6
96,17,0.17,13913.4
96,18,0.18,14221.2
96,19,0.19,14527.1
96,20,0.2,14831.3
97,0,0,0
97,1,0.01,5135.74
97,2,0.02,8687.33
97,3,0.03,9515.15
97,4,0.04,10050.6
97,5,0.05,10474.9
97,6,0.06,10855
97,7,0.07,11205.7
97,8,0.08,11541.1
97,9,0.09,11866.9
97,10,0.1,12185.6
97,11,0.11,12498.8
97,12,0.12,12807.5
97,13,0.13,13112.5
97,14,0.14,13414.4
97,15,0.15,13713.5
97,16,0.16,14010.1
97,17,0.17,14304.4
97,18,0.18,14596.6
97,19,0.19,14886.9
97,20,0.2,15175.3
98,0,0,0
98,1,0.01,4919.65
98,2,0.02,8448.44
98,3,0.03,9254.16
98,4,0.04,9746.83
98,5,0.05,10105.2
98,6,0.06,10408.5
98,7,0.07,10678.9
98,8,0.08,10934.1
98,9,0.09,11179.5
98,10,0.1,11417.4
98,11,0.11,11649.5
98,12,0.12,11877
98,13,0.13,12100.7
98,14,0.14,12321.1
98,15,0.15,12538.8
98,16,0.16,12754.1
98,17,0.17,12967.3
98,18,0.18,13178.5
98,19,0.19,13387.9
98,20,0.2,13595.6
99,0,0,0
99,1,0.01,5073
99,2,0.02,7159.67
99,3,0.03,7882.06
99,4,0.04,8435.63
99,5,0.05,8921.55
99,6,0.06,9381.34
99,7,0.07,9819.55
99,8,0.08,10247.7
99,9,0.09,10669.7
99,10,0.1,11086.7
99,11,0.11,11499.8
99,12,0.12,11909.4
99,13,0.13,12316.1
99,14,0.14,12720.2
99,15,0.15,13121.9
99,16,0.16,13521.4
99,17,0.17,13918.9
99,18,0.18,14314.4
99,19,0.19,14708
99,20,0.2,15099.9
100,0,0,0
100,1,0.01,5232.58
100,2,0.02,8039.14
100,3,0.03,8836.17
100,4,0.04,9421.73
100,5,0.05,9922.98
100,6,0.06,10390.5
100,7,0.07,10832.1
100,8,0.08,11261.3
100,9,0.09,11682.7
100,10,0.1,12098.2
100,11,0.11,12509.1
100,12,0.12,12916
100,13,0.13,13319.6
100,14,0.14,13720.3
100,15,0.15,14118.2
100,16,0.16,14513.8
100,17,0.17,14907.1
100,18,0.18,15298.2
100,19,0.19,15687.4
100,20,0.2,16074.7
101,0,0,0
101,1,0.01,4916.19
101,2,0.02,8202.93
101,3,0.03,8880.88
101,4,0.04,9291.88
101,5,0.05,9613.02
101,6,0.06,9900.05
101,7,0.07,10164.9
101,8,0.08,10417.7
101,9,0.09,10662.4
101,10,0.1,10901
101,11,0.11,11134.7
101,12,0.12,11364.5
101,13,0.13,11591.1
101,14,0.14,11814.8
101,15,0.15,12036.2
101,16,0.16,12255.3
101,17,0.17,12472.5
101,18,0.18,12687.9
101,19,0.19,12901.6
101,20,0.2,13113.8
102,0,0,0
102,1,0.01,5175.48
102,2,0.02,8045.52
102,3,0.03,8719.42
102,4,0.04,9161.51
102,5,0.05,9516.47
102,6,0.06,9839
102,7,0.07,10138.3
102,8,0.08,10425.3
102,9,0.09,10704.2
102,10,0.1,10977.2
102,11,0.11,11245.6
102,12,0.12,11510.1
102,13,0.13,11771.4
102,14,0.14,12030
102,15,0.15,12286.1
102,16,0.16,12540
102,17,0.17,12791.9
102,18,0.18,13042
102,19,0.19,13290.4
102,20,0.2,13537.2
103,0,0,0
103,1,0.01,4597.65
103,2,0.02,8541.72
103,3,0.03,9583.28
103,4,0.04,10247.7
103,5,0.05,10780
103,6,0.06,11253
103,7,0.07,11687
103,8,0.08,12101.3
103,9,0.09,12503.6
103,10,0.1,12897.5
103,11,0.11,13285
103,12,0.12,13667.4
103,13,0.13,14045.7
103,14,0.14,14420.5
103,15,0.15,14792.1
103,16,0.16,15161
103,17,0.17,15527.4
103,18,0.18,15891.4
103,19,0.19,16253.4
103,20,0.2,16613.2
104,0,0,0
104,1,0.01,4791.99
104,2,0.02,7972
104,3,0.03,8730.46
104,4,0.04,9235.81
104,5,0.05,9645.52
104,6,0.06,10017.1
104,7,0.07,10362.4
104,8,0.08,10694.1
104,9,0.09,11017.3
104,10,0.1,11334.1
104,11,0.11,11646
104,12,0.12,11954
104,13,0.13,12258.6
104,14,0.14,12560.2
104,15,0.15,12859.4
104,16,0.16,13156.2
104,17,0.17,13450.9
104,18,0.18,13743.7
104,19,0.19,14034.6
104,20,0.2,14323.8
105,0,0,0
105,1,0.01,4671.97
105,2,0.02,8681.35
105,3,0.03,9536.49
105,4,0.04,9960.89
105,5,0.05,10237.7
105,6,0.06,10453.6
105,7,0.07,10644.5
