group_id,load_step,displacement_y,force_y
105,8,0.08,10820.4
105,9,0.09,10987.9
105,10,0.1,11149.1
105,11,0.11,11305.2
105,12,0.12,11457
105,13,0.13,11605.3
105,14,0.14,11750.4
105,15,0.15,11892.8
105,16,0.16,12032.9
105,17,0.17,12170.8
105,18,0.18,12306.9
105,19,0.19,12441.3
105,20,0.2,12574.1
106,0,0,0
106,1,0.01,4955.85
106,2,0.02,8044.96
106,3,0.03,8509.02
106,4,0.04,8702.83
106,5,0.05,8814.91
106,6,0.06,8903.07
106,7,0.07,8983.32
106,8,0.08,9059.03
106,9,0.09,9131.69
106,10,0.1,9201.83
106,11,0.11,9269.8
106,12,0.12,9335.78
106,13,0.13,9400
106,14,0.14,9462.57
106,15,0.15,9523.62
106,16,0.16,9583.29
106,17,0.17,9641.67
106,18,0.18,9698.88
106,19,0.19,9754.98
106,20,0.2,9810.07
107,0,0,0
107,1,0.01,5087.44
107,2,0.02,7842.29
107,3,0.03,8398.19
107,4,0.04,8749.04
107,5,0.05,9033.33
107,6,0.06,9290.35
107,7,0.07,9534.73
107,8,0.08,9766.84
107,9,0.09,9991.54
107,10,0.1,10210.9
107,11,0.11,10426.1
107,12,0.12,10637.9
107,13,0.13,10846.7
107,14,0.14,11053.1
107,15,0.15,11257.2
107,16,0.16,11459.4
107,17,0.17,11659.7
107,18,0.18,11858.5
107,19,0.19,12055.7
107,20,0.2,12251.4
108,0,0,0
108,1,0.01,5152.49
108,2,0.02,9150.14
108,3,0.03,10091.2
108,4,0.04,10678.4
108,5,0.05,11135
108,6,0.06,11533.4
108,7,0.07,11905.2
108,8,0.08,12256.3
108,9,0.09,12595.6
108,10,0.1,12926.9
108,11,0.11,13252.1
108,12,0.12,13572.3
108,13,0.13,13888.4
108,14,0.14,14201.1
108,15,0.15,14510.7
108,16,0.16,14817.6
108,17,0.17,15122.1
108,18,0.18,15424.3
108,19,0.19,15724.4
108,20,0.2,16022.7
109,0,0,0
109,1,0.01,4906.28
109,2,0.02,8781.38
109,3,0.03,9706.46
109,4,0.04,10289.5
109,5,0.05,10760.6
109,6,0.06,11185.4
109,7,0.07,11579.7
109,8,0.08,11958.1
109,9,0.09,12326.5
109,10,0.1,12687.6
109,11,0.11,13043
109,12,0.12,13393.9
109,13,0.13,13741
109,14,0.14,14084.8
109,15,0.15,14425.6
109,16,0.16,14763.9
109,17,0.17,15099.8
109,18,0.18,15433.4
109,19,0.19,15765
109,20,0.2,16094.7
110,0,0,0
110,1,0.01,4781.06
110,2,0.02,7835.28
110,3,0.03,8583.21
110,4,0.04,9082.72
110,5,0.05,9482.32
110,6,0.06,9837.72
110,7,0.07,10173.6
110,8,0.08,10492.5
110,9,0.09,10802.1
110,10,0.1,11105.3
110,11,0.11,11403.6
110,12,0.12,11698
110,13,0.13,11988.9
110,14,0.14,12277
110,15,0.15,12562.6
110,16,0.16,12845.9
110,17,0.17,13127.1
110,18,0.18,13406.4
110,19,0.19,13684
110,20,0.2,13959.8
111,0,0,0
111,1,0.01,5208.56
111,2,0.02,8191.8
111,3,0.03,8692.72
111,4,0.04,8913.78
111,5,0.05,9038.27
111,6,0.06,9135.04
111,7,0.07,9221.29
111,8,0.08,9303.03
111,9,0.09,9381.57
111,10,0.1,9457.42
111,11,0.11,9530.9
111,12,0.12,9602.24
111,13,0.13,9671.63
111,14,0.14,9739.25
111,15,0.15,9805.24
111,16,0.16,9869.75
111,17,0.17,9932.88
111,18,0.18,9994.74
111,19,0.19,10055.4
111,20,0.2,10115
112,0,0,0
112,1,0.01,4666.6
112,2,0.02,8101.29
112,3,0.03,8985.87
112,4,0.04,9587.85
112,5,0.05,10073.7
112,6,0.06,10503.9
112,7,0.07,10908.6
112,8,0.08,11292.9
112,9,0.09,11666.2
112,10,0.1,12032.1
112,11,0.11,12392.5
112,12,0.12,12748.4
112,13,0.13,13100.5
112,14,0.14,13449.4
112,15,0.15,13795.5
112,16,0.16,14139
112,17,0.17,14480.3
112,18,0.18,14819.4
112,19,0.19,15156.5
112,20,0.2,15491.7
113,0,0,0
113,1,0.01,5280.39
113,2,0.02,8741.4
113,3,0.03,9561.3
113,4,0.04,10108
113,5,0.05,10552.3
113,6,0.06,10956.2
113,7,0.07,11332
113,8,0.08,11693.2
113,9,0.09,12045.1
113,10,0.1,12390.2
113,11,0.11,12730.1
113,12,0.12,13065.6
113,13,0.13,13397.4
113,14,0.14,13726.1
113,15,0.15,14052
113,16,0.16,14375.4
113,17,0.17,14696.5
113,18,0.18,15015.5
113,19,0.19,15332.5
113,20,0.2,15647.6
114,0,0,0
114,1,0.01,4542.13
114,2,0.02,8210.23
114,3,0.03,9079.02
114,4,0.04,9608.85
114,5,0.05,10000.1
114,6,0.06,10325.9
114,7,0.07,10622.7
114,8,0.08,10898.7
114,9,0.09,11163.4
114,10,0.1,11420.1
114,11,0.11,11670.7
114,12,0.12,11916.6
114,13,0.13,12158.5
114,14,0.14,12397.2
114,15,0.15,12633
114,16,0.16,12866.3
114,17,0.17,13097.4
114,18,0.18,13326.6
114,19,0.19,13553.9
114,20,0.2,13779.5
115,0,0,0
115,1,0.01,4520.76
115,2,0.02,8233.43
115,3,0.03,9108.91
115,4,0.04,9632.58
115,5,0.05,10025.9
115,6,0.06,10363.8
115,7,0.07,10667.8
115,8,0.08,10955.1
115,9,0.09,11231.8
115,10,0.1,11500.9
115,11,0.11,11764.1
115,12,0.12,12022.7
115,13,0.13,12277.4
115,14,0.14,12528.9
115,15,0.15,12777.6
115,16,0.16,13023.8
115,17,0.17,13267.9
115,18,0.18,13509.9
115,19,0.19,13750.1
115,20,0.2,13988.6
116,0,0,0
116,1,0.01,4444.13
116,2,0.02,7581.68
116,3,0.03,8302.9
116,4,0.04,8747.08
116,5,0.05,9071.1
116,6,0.06,9345.86
116,7,0.07,9591.18
116,8,0.08,9822.81
116,9,0.09,10045.6
116,10,0.1,10261.6
116,11,0.11,10472.5
116,12,0.12,10679.2
116,13,0.13,10882.5
116,14,0.14,11083
116,15,0.15,11280.9
116,16,0.16,11476.7
116,17,0.17,11670.6
116,18,0.18,11862.7
116,19,0.19,12053.2
116,20,0.2,12242.2
117,0,0,0
117,1,0.01,5251.5
117,2,0.02,8825.31
117,3,0.03,9508.5
117,4,0.04,9891.25
117,5,0.05,10175.8
117,6,0.06,10422.2
117,7,0.07,10652.3
117,8,0.08,10869
117,9,0.09,11077.3
117,10,0.1,11279.4
117,11,0.11,11476.4
117,12,0.12,11669.3
117,13,0.13,11858.7
117,14,0.14,12045.2
117,15,0.15,12229.2
117,16,0.16,12410.9
117,17,0.17,12590.6
117,18,0.18,12768.5
117,19,0.19,12944.8
117,20,0.2,13119.5
118,0,0,0
118,1,0.01,4796.59
118,2,0.02,8698.51
118,3,0.03,9655.71
118,4,0.04,10257.3
118,5,0.05,10718.4
118,6,0.06,11116.9
118,7,0.07,11475.9
118,8,0.08,11815.7
118,9,0.09,12143.6
118,10,0.1,12462.9
118,11,0.11,12775.8
118,12,0.12,13083.6
118,13,0.13,13387.3
118,14,0.14,13687.4
118,15,0.15,13984.6
118,16,0.16,14279
118,17,0.17,14571
118,18,0.18,14860.8
118,19,0.19,15148.6
118,20,0.2,15434.5
119,0,0,0
119,1,0.01,4531.03
119,2,0.02,7614.05
119,3,0.03,8316.95
119,4,0.04,8758.47
119,5,0.05,9096.76
119,6,0.06,9394.44
119,7,0.07,9666.28
119,8,0.08,9925.03
119,9,0.09,10175.2
119,10,0.1,10419.1
119,11,0.11,10658.1
119,12,0.12,10893.1
119,13,0.13,11124.9
119,14,0.14,11353.9
119,15,0.15,11580.5
119,16,0.16,11805
119,17,0.17,12027.5
119,18,0.18,12248.2
119,19,0.19,12467.4
119,20,0.2,12684.9
120,0,0,0
120,1,0.01,4616.69
120,2,0.02,8241.13
120,3,0.03,9038.37
120,4,0.04,9493.69
120,5,0.05,9808.59
120,6,0.06,10064.7
120,7,0.07,10288.1
120,8,0.08,10497.3
120,9,0.09,10697.4
120,10,0.1,10890.5
120,11,0.11,11078.2
120,12,0.12,11261.3
120,13,0.13,11440.7
120,14,0.14,11616.9
120,15,0.15,11790.5
120,16,0.16,11961.7
120,17,0.17,12130.8
120,18,0.18,12298
120,19,0.19,12463.6
120,20,0.2,12627.6
121,0,0,0
121,1,0.01,4435.05
121,2,0.02,8526.12
121,3,0.03,9735.92
121,4,0.04,10481
121,5,0.05,11082.6
121,6,0.06,11615.8
121,7,0.07,12102.7
121,8,0.08,12566.1
121,9,0.09,13015.5
121,10,0.1,13455.2
121,11,0.11,13887.7
121,12,0.12,14314.6
121,13,0.13,14736.9
121,14,0.14,15155.4
121,15,0.15,15570.5
121,16,0.16,15982.7
121,17,0.17,16392.2
121,18,0.18,16799.2
121,19,0.19,17203.8
121,20,0.2,17606.4
122,0,0,0
122,1,0.01,4891.11
122,2,0.02,8521.7
122,3,0.03,9198.3
122,4,0.04,9528.92
122,5,0.05,9736.92
122,6,0.06,9901.27
122,7,0.07,10045.2
122,8,0.08,10180.4
122,9,0.09,10309.8
122,10,0.1,10434.4
122,11,0.11,10555
122,12,0.12,10672.1
122,13,0.13,10786.3
122,14,0.14,10897.8
122,15,0.15,11007
122,16,0.16,11114.1
122,17,0.17,11219.4
122,18,0.18,11323
122,19,0.19,11425.1
122,20,0.2,11525.8
123,0,0,0
123,1,0.01,4797.11
123,2,0.02,7242.76
123,3,0.03,7935.47
123,4,0.04,8448.92
123,5,0.05,8893.76
123,6,0.06,9311.3
123,7,0.07,9707.37
123,8,0.08,10093
123,9,0.09,10472.1
123,10,0.1,10846.2
123,11,0.11,11216.1
123,12,0.12,11582.7
123,13,0.13,11946.3
123,14,0.14,12307.2
123,15,0.15,12665.9
123,16,0.16,13022.3
123,17,0.17,13376.8
123,18,0.18,13729.3
123,19,0.19,14080.1
123,20,0.2,14429.2
124,0,0,0
124,1,0.01,4340.08
124,2,0.02,7199.96
124,3,0.03,7915.77
124,4,0.04,8396.77
124,5,0.05,8779
124,6,0.06,9116.39
124,7,0.07,9434.07
124,8,0.08,9735.14
124,9,0.09,10027.1
124,10,0.1,10312.9
124,11,0.11,10594.1
124,12,0.12,10871.4
124,13,0.13,11145.6
124,14,0.14,11417
124,15,0.15,11686.1
124,16,0.16,11953.1
124,17,0.17,12218
124,18,0.18,12481.2
124,19,0.19,12742.8
124,20,0.2,13002.7
125,0,0,0
125,1,0.01,4697.31
125,2,0.02,8780.44
125,3,0.03,9825.26
125,4,0.04,10462.8
125,5,0.05,10956.3
125,6,0.06,11380.6
125,7,0.07,11772.1
125,8,0.08,12139.6
125,9,0.09,12493.9
125,10,0.1,12839.3
125,11,0.11,13178
125,12,0.12,13511.5
125,13,0.13,13840.6
125,14,0.14,14166.2
125,15,0.15,14488.5
125,16,0.16,14808.1
125,17,0.17,15125.2
125,18,0.18,15440
125,19,0.19,15752.7
125,20,0.2,16063.4
126,0,0,0
126,1,0.01,4919.23
126,2,0.02,7536.57
126,3,0.03,7966.38
126,4,0.04,8161.15
126,5,0.05,8281.5
126,6,0.06,8381.09
126,7,0.07,8471.72
126,8,0.08,8557.41
126,9,0.09,8640.72
126,10,0.1,8720.75
126,11,0.11,8798.21
126,12,0.12,8873.44
126,13,0.13,8946.65
126,14,0.14,9018.06
126,15,0.15,9087.82
126,16,0.16,9156.09
126,17,0.17,9223
126,18,0.18,9288.68
126,19,0.19,9353.22
126,20,0.2,9416.72
127,0,0,0
127,1,0.01,5156.07
127,2,0.02,7269.15
127,3,0.03,7799.63
127,4,0.04,8169.8
127,5,0.05,8485.48
127,6,0.06,8780.84
127,7,0.07,9058.59
127,8,0.08,9326.9
127,9,0.09,9589.12
127,10,0.1,9846.69
127,11,0.11,10100.5
127,12,0.12,10351.3
127,13,0.13,10599.3
127,14,0.14,10845.1
127,15,0.15,11088.7
127,16,0.16,11330.4
127,17,0.17,11570.4
127,18,0.18,11808.7
127,19,0.19,12045.6
127,20,0.2,12281
128,0,0,0
128,1,0.01,4741.03
128,2,0.02,8003.13
128,3,0.03,8650.1
128,4,0.04,9012.51
128,5,0.05,9274.69
128,6,0.06,9500.08
128,7,0.07,9704.59
128,8,0.08,9898.47
128,9,0.09,10084.8
128,10,0.1,10265.3
128,11,0.11,10441.1
128,12,0.12,10613
128,13,0.13,10781.7
128,14,0.14,10947.7
128,15,0.15,11111.3
128,16,0.16,11272.8
128,17,0.17,11432.5
128,18,0.18,11590.5
128,19,0.19,11747
128,20,0.2,11902.1
129,0,0,0
129,1,0.01,4699.78
129,2,0.02,8464.94
129,3,0.03,9383.24
129,4,0.04,9963.14
129,5,0.05,10425.8
129,6,0.06,10835.4
129,7,0.07,11220.2
129,8,0.08,11585.5
129,9,0.09,11939.9
129,10,0.1,12286.9
129,11,0.11,12628.3
129,12,0.12,12965
129,13,0.13,13298
129,14,0.14,13627.7
129,15,0.15,13954.6
129,16,0.16,14278.8
129,17,0.17,14600.8
129,18,0.18,14920.5
129,19,0.19,15238.3
129,20,0.2,15554.2
130,0,0,0
130,1,0.01,4822.6
130,2,0.02,8015.32
130,3,0.03,8869.44
130,4,0.04,9477.5
130,5,0.05,9986.04
130,6,0.06,10452.5
130,7,0.07,10889
130,8,0.08,11310.9
130,9,0.09,11723.9
130,10,0.1,12130.3
130,11,0.11,12531.6
130,12,0.12,12928.8
130,13,0.13,13322.3
130,14,0.14,13712.8
130,15,0.15,14100.6
130,16,0.16,14485.8
130,17,0.17,14868.8
130,18,0.18,15249.6
130,19,0.19,15628.4
130,20,0.2,16005.3
131,0,0,0
131,1,0.01,5027.8
131,2,0.02,8786.2
131,3,0.03,9461.14
131,4,0.04,9762.2
131,5,0.05,9923.19
131,6,0.06,10034.9
131,7,0.07,10126.7
131,8,0.08,10212.6
131,9,0.09,10294.5
131,10,0.1,10373.5
131,11,0.11,10450
131,12,0.12,10524.2
131,13,0.13,10596.3
131,14,0.14,10666.6
131,15,0.15,10735.1
131,16,0.16,10802
131,17,0.17,10867.5
131,18,0.18,10931.6
131,19,0.19,10994.4
131,20,0.2,11056
132,0,0,0
132,1,0.01,4552.84
132,2,0.02,8621.06
132,3,0.03,9529.5
132,4,0.04,9981.88
132,5,0.05,10252.6
132,6,0.06,10440.4
132,7,0.07,10583.5
132,8,0.08,10712.3
132,9,0.09,10834
132,10,0.1,10950.5
132,11,0.11,11063
132,12,0.12,11171.9
132,13,0.13,11277.7
132,14,0.14,11380.8
132,15,0.15,11481.4
132,16,0.16,11579.9
132,17,0.17,11676.3
132,18,0.18,11771
132,19,0.19,11864
132,20,0.2,11955.5
133,0,0,0
133,1,0.01,4465.89
133,2,0.02,7266.99
133,3,0.03,8014.06
133,4,0.04,8553.37
133,5,0.05,9012.97
133,6,0.06,9439.65
133,7,0.07,9842.3
133,8,0.08,10233.2
133,9,0.09,10616.7
133,10,0.1,10994.6
133,11,0.11,11368.2
133,12,0.12,11738.2
133,13,0.13,12105.1
133,14,0.14,12469.2
133,15,0.15,12830.9
133,16,0.16,13190.4
133,17,0.17,13547.8
133,18,0.18,13903.3
133,19,0.19,14257
133,20,0.2,14608.9
134,0,0,0
134,1,0.01,4811.07
134,2,0.02,8042.76
134,3,0.03,8876.75
134,4,0.04,9463.27
134,5,0.05,9955.68
134,6,0.06,10409
134,7,0.07,10834.6
134,8,0.08,11246.4
134,9,0.09,11649.6
134,10,0.1,12046.4
134,11,0.11,12438.3
134,12,0.12,12826.1
134,13,0.13,13210.4
134,14,0.14,13591.7
134,15,0.15,13970.3
134,16,0.16,14346.4
134,17,0.17,14720.2
134,18,0.18,15092
134,19,0.19,15461.7
134,20,0.2,15829.6
135,0,0,0
135,1,0.01,4210.35
135,2,0.02,7739.92
135,3,0.03,8702.19
135,4,0.04,9357.69
135,5,0.05,9888.38
135,6,0.06,10353.1
135,7,0.07,10785.7
135,8,0.08,11194.4
135,9,0.09,11590.2
135,10,0.1,11977.6
135,11,0.11,12358.8
135,12,0.12,12735.1
135,13,0.13,13107.5
135,14,0.14,13476.5
135,15,0.15,13842.6
135,16,0.16,14206
135,17,0.17,14567
135,18,0.18,14925.9
135,19,0.19,15282.7
135,20,0.2,15637.6
136,0,0,0
136,1,0.01,4747.39
136,2,0.02,7539.39
136,3,0.03,8044.24
136,4,0.04,8323.78
136,5,0.05,8532.51
136,6,0.06,8714.8
136,7,0.07,8885.92
136,8,0.08,9047.38
136,9,0.09,9202.49
136,10,0.1,9352.78
136,11,0.11,9499.1
136,12,0.12,9642.12
136,13,0.13,9782.35
136,14,0.14,9920.21
136,15,0.15,10056
136,16,0.16,10190
136,17,0.17,10322.4
136,18,0.18,10453.3
136,19,0.19,10582.8
136,20,0.2,10711.2
137,0,0,0
137,1,0.01,4636.7
137,2,0.02,7361.78
137,3,0.03,7843.77
137,4,0.04,8096.55
137,5,0.05,8275.23
137,6,0.06,8429.97
137,7,0.07,8571.53
137,8,0.08,8705.98
137,9,0.09,8835.11
137,10,0.1,8959.9
137,11,0.11,9081.06
137,12,0.12,9199.14
137,13,0.13,9314.59
137,14,0.14,9427.76
137,15,0.15,9538.95
137,16,0.16,9648.4
137,17,0.17,9756.3
137,18,0.18,9862.81
137,19,0.19,9968.05
137,20,0.2,10072.1
138,0,0,0
138,1,0.01,5411.18
138,2,0.02,8094.14
138,3,0.03,8576.95
138,4,0.04,8844.69
138,5,0.05,9049.12
138,6,0.06,9226.14
138,7,0.07,9395.15
138,8,0.08,9554.93
138,9,0.09,9708.46
138,10,0.1,9857.15
138,11,0.11,10001.8
138,12,0.12,10143.1
138,13,0.13,10281.6
138,14,0.14,10417.6
138,15,0.15,10551.4
138,16,0.16,10683.4
138,17,0.17,10813.8
138,18,0.18,10942.6
138,19,0.19,11070
138,20,0.2,11196.2
139,0,0,0
139,1,0.01,4392.08
139,2,0.02,7523.75
139,3,0.03,8373.27
139,4,0.04,8976.67
139,5,0.05,9475.92
139,6,0.06,9924.51
139,7,0.07,10349.5
139,8,0.08,10755.6
139,9,0.09,11151.7
139,10,0.1,11541
139,11,0.11,11925.2
139,12,0.12,12305.3
139,13,0.13,12681.8
139,14,0.14,13055.3
139,15,0.15,13426.2
139,16,0.16,13794.6
139,17,0.17,14160.8
139,18,0.18,14525
139,19,0.19,14887.2
139,20,0.2,15247.6
140,0,0,0
140,1,0.01,5199
140,2,0.02,7956.56
140,3,0.03,8762.86
140,4,0.04,9367.32
140,5,0.05,9891.95
140,6,0.06,10384.3
140,7,0.07,10851.8
140,8,0.08,11307.5
140,9,0.09,11755.6
140,10,0.1,12198.1
140,11,0.11,12636
140,12,0.12,13070
140,13,0.13,13500.6
140,14,0.14,13928.4
140,15,0.15,14353.4
140,16,0.16,14776
140,17,0.17,15196.4
140,18,0.18,15614.6
140,19,0.19,16030.8
140,20,0.2,16445
141,0,0,0
141,1,0.01,5351.34
141,2,0.02,7660.8
141,3,0.03,8039.29
141,4,0.04,8237.08
141,5,0.05,8387.12
141,6,0.06,8519.08
141,7,0.07,8643.2
141,8,0.08,8761.74
141,9,0.09,8874.86
141,10,0.1,8985.92
141,11,0.11,9093.02
141,12,0.12,9197.19
141,13,0.13,9298.95
141,14,0.14,9398.59
141,15,0.15,9496.36
141,16,0.16,9592.49
141,17,0.17,9687.13
141,18,0.18,9780.45
141,19,0.19,9872.56
141,20,0.2,9963.56
142,0,0,0
142,1,0.01,4595.61
142,2,0.02,8618.58
142,3,0.03,9536.6
142,4,0.04,10011.2
142,5,0.05,10345.1
142,6,0.06,10622.2
142,7,0.07,10867.7
142,8,0.08,11098
142,9,0.09,11317.1
142,10,0.1,11531.4
142,11,0.11,11738.8
142,12,0.12,11941.4
142,13,0.13,12140.1
142,14,0.14,12335.6
142,15,0.15,12528.2
142,16,0.16,12718.4
142,17,0.17,12906.4
142,18,0.18,13092.4
142,19,0.19,13276.7
142,20,0.2,13459.3
143,0,0,0
143,1,0.01,4910.03
143,2,0.02,8161.57
143,3,0.03,8922.07
143,4,0.04,9403.84
143,5,0.05,9768.72
143,6,0.06,10087.1
143,7,0.07,10376.2
143,8,0.08,10650.9
143,9,0.09,10916.3
143,10,0.1,11174.6
143,11,0.11,11427.6
143,12,0.12,11676.3
143,13,0.13,11921.5
143,14,0.14,12163.7
143,15,0.15,12403.2
143,16,0.16,12640.4
143,17,0.17,12875.5
143,18,0.18,13108.8
143,19,0.19,13340.2
143,20,0.2,13570.1
144,0,0,0
144,1,0.01,5222.76
144,2,0.02,7826.23
144,3,0.03,8386.75
144,4,0.04,8759.91
144,5,0.05,9070.67
144,6,0.06,9358.07
144,7,0.07,9627.58
144,8,0.08,9886.61
144,9,0.09,10138.8
144,10,0.1,10385.8
144,11,0.11,10628.7
144,12,0.12,10868.2
144,13,0.13,11104.9
144,14,0.14,11339
144,15,0.15,11570.9
144,16,0.16,11800.8
144,17,0.17,12028.9
144,18,0.18,12255.2
144,19,0.19,12480
144,20,0.2,12703.4
145,0,0,0
145,1,0.01,5394.05
145,2,0.02,7714.03
145,3,0.03,8339.61
145,4,0.04,8788.08
145,5,0.05,9173.43
145,6,0.06,9534.92
145,7,0.07,9876.02
145,8,0.08,10206.8
145,9,0.09,10530.9
145,10,0.1,10850
145,11,0.11,11165.1
145,12,0.12,11476.7
145,13,0.13,11785.4
145,14,0.14,12091.5
145,15,0.15,12395.3
145,16,0.16,12696.9
145,17,0.17,12996.6
145,18,0.18,13294.5
145,19,0.19,13590.6
145,20,0.2,13885.1
146,0,0,0
146,1,0.01,4888.82
146,2,0.02,9011.26
146,3,0.03,10074.6
146,4,0.04,10753.3
146,5,0.05,11289.7
146,6,0.06,11762.1
146,7,0.07,12192.5
146,8,0.08,12602.1
146,9,0.09,12999
146,10,0.1,13386.9
146,11,0.11,13768
146,12,0.12,14143.8
146,13,0.13,14515.2
146,14,0.14,14882.9
146,15,0.15,15247.4
146,16,0.16,15609
146,17,0.17,15968
146,18,0.18,16324.5
146,19,0.19,16678.9
146,20,0.2,17031.2
147,0,0,0
147,1,0.01,5035.19
147,2,0.02,8744.04
147,3,0.03,9741.49
147,4,0.04,10441.6
147,5,0.05,11011.6
147,6,0.06,11517.1
147,7,0.07,11992.6
147,8,0.08,12444.5
147,9,0.09,12883.7
147,10,0.1,13314.7
147,11,0.11,13739.4
147,12,0.12,14159.1
147,13,0.13,14574.6
147,14,0.14,14986.5
147,15,0.15,15395.3
147,16,0.16,15801.3
147,17,0.17,16204.7
147,18,0.18,16605.7
147,19,0.19,17004.4
147,20,0.2,17401.1
148,0,0,0
148,1,0.01,4381.87
148,2,0.02,8485.67
148,3,0.03,9520.34
148,4,0.04,9956.45
148,5,0.05,10217.9
148,6,0.06,10405.9
148,7,0.07,10556.3
148,8,0.08,10692
148,9,0.09,10822
148,10,0.1,10945.7
148,11,0.11,11065.1
148,12,0.12,11180.8
148,13,0.13,11293.3
148,14,0.14,11403
148,15,0.15,11510.1
148,16,0.16,11615.1
148,17,0.17,11718
148,18,0.18,11819.1
148,19,0.19,11918.5
148,20,0.2,12016.5
149,0,0,0
149,1,0.01,4726.65
149,2,0.02,8317.01
149,3,0.03,9238.5
149,4,0.04,9865.21
149,5,0.05,10386.5
149,6,0.06,10863.1
149,7,0.07,11309.2
149,8,0.08,11739.8
149,9,0.09,12160.9
149,10,0.1,12575.1
149,11,0.11,12983.8
149,12,0.12,13388.1
149,13,0.13,13788.7
149,14,0.14,14186.1
149,15,0.15,14580.6
149,16,0.16,14972.5
149,17,0.17,15362
149,18,0.18,15749.3
149,19,0.19,16134.5
149,20,0.2,16517.8
150,0,0,0
150,1,0.01,5308.09
150,2,0.02,8616.77
150,3,0.03,9375.19
150,4,0.04,9874.92
150,5,0.05,10279.9
150,6,0.06,10648.4
150,7,0.07,10991.3
150,8,0.08,11320.7
150,9,0.09,11641.2
150,10,0.1,11955.3
150,11,0.11,12264.4
150,12,0.12,12569.3
150,13,0.13,12870.7
150,14,0.14,13169.1
150,15,0.15,13464.8
150,16,0.16,13758.1
150,17,0.17,14049.3
150,18,0.18,14338.4
150,19,0.19,14625.6
150,20,0.2,14911.1
151,0,0,0
151,1,0.01,4924.95
151,2,0.02,7570.4
151,3,0.03,8085.01
151,4,0.04,8360.86
151,5,0.05,8552.75
151,6,0.06,8717.82
151,7,0.07,8868.28
151,8,0.08,9011.21
151,9,0.09,9148.49
151,10,0.1,9281.16
151,11,0.11,9409.98
151,12,0.12,9535.52
151,13,0.13,9658.28
151,14,0.14,9778.65
151,15,0.15,9896.93
151,16,0.16,10013.4
151,17,0.17,10128.2
151,18,0.18,10241.6
151,19,0.19,10353.7
151,20,0.2,10464.5
152,0,0,0
152,1,0.01,4950.16
152,2,0.02,8135.76
152,3,0.03,9036.82
152,4,0.04,9697.9
152,5,0.05,10256.1
152,6,0.06,10770.1
152,7,0.07,11252.6
152,8,0.08,11719.9
152,9,0.09,12178
152,10,0.1,12629.3
152,11,0.11,13075.4
152,12,0.12,13517.1
152,13,0.13,13955.2
152,14,0.14,14390.1
152,15,0.15,14822.2
152,16,0.16,15251.6
152,17,0.17,15678.7
152,18,0.18,16103.5
152,19,0.19,16526.1
152,20,0.2,16946.8
153,0,0,0
153,1,0.01,4335.78
153,2,0.02,6891.46
153,3,0.03,7417.06
153,4,0.04,7706.05
153,5,0.05,7901.38
153,6,0.06,8064.8
153,7,0.07,8211.42
153,8,0.08,8350.19
153,9,0.09,8483.33
153,10,0.1,8611.92
153,11,0.11,8736.74
153,12,0.12,8858.38
153,13,0.13,8977.31
153,14,0.14,9093.94
153,15,0.15,9208.57
153,16,0.16,9321.45
153,17,0.17,9432.78
153,18,0.18,9542.73
153,19,0.19,9651.42
153,20,0.2,9758.96
154,0,0,0
154,1,0.01,5012.72
154,2,0.02,7079.38
154,3,0.03,7569.09
154,4,0.04,7884.34
154,5,0.05,8141.21
154,6,0.06,8377.99
154,7,0.07,8598.61
154,8,0.08,8810.11
154,9,0.09,9015.4
154,10,0.1,9215.95
154,11,0.11,9412.76
154,12,0.12,9606.49
154,13,0.13,9797.65
154,14,0.14,9986.58
154,15,0.15,10173.5
154,16,0.16,10358.7
154,17,0.17,10542.3
154,18,0.18,10724.4
154,19,0.19,10905.1
154,20,0.2,11084.5
155,0,0,0
155,1,0.01,5025.84
155,2,0.02,7705.32
155,3,0.03,8258.91
155,4,0.04,8612.97
155,5,0.05,8901.07
155,6,0.06,9165
155,7,0.07,9411
155,8,0.08,9646.86
155,9,0.09,9875.79
155,10,0.1,10099.5
155,11,0.11,10319
155,12,0.12,10535.2
155,13,0.13,10748.5
155,14,0.14,10959.3
155,15,0.15,11167.9
155,16,0.16,11374.6
155,17,0.17,11579.5
155,18,0.18,11782.8
155,19,0.19,11984.5
155,20,0.2,12184.8
156,0,0,0
156,1,0.01,4503.97
156,2,0.02,7791.09
156,3,0.03,8425.66
156,4,0.04,8739.62
156,5,0.05,8920.71
156,6,0.06,9053.06
156,7,0.07,9162.13
156,8,0.08,9266.14
156,9,0.09,9364.61
156,10,0.1,9459.3
156,11,0.11,9550.88
156,12,0.12,9639.72
156,13,0.13,9726.12
156,14,0.14,9810.33
156,15,0.15,9892.58
156,16,0.16,9973.04
156,17,0.17,10051.9
156,18,0.18,10129.3
156,19,0.19,10205.4
156,20,0.2,10280.2
157,0,0,0
157,1,0.01,4610.28
157,2,0.02,8200.55
157,3,0.03,8850.46
157,4,0.04,9134.5
157,5,0.05,9283.56
157,6,0.06,9384.84
157,7,0.07,9466.42
157,8,0.08,9542.36
157,9,0.09,9614.84
157,10,0.1,9684.62
157,11,0.11,9752.19
157,12,0.12,9817.74
157,13,0.13,9881.48
157,14,0.14,9943.56
157,15,0.15,10004.1
157,16,0.16,10063.2
157,17,0.17,10121
157,18,0.18,10177.6
157,19,0.19,10233
157,20,0.2,10287.4
158,0,0,0
158,1,0.01,5330.07
158,2,0.02,9202.97
