group_id,param_E,param_v,param_sigma_y,param_H,x,y,u,v,type
0,215585,0.302629,286.704,1675.64,0,1,0.164047,0.0822056,0
0,215585,0.302629,286.704,1675.64,0.5,1,0.153551,0.0578608,0
0,215585,0.302629,286.704,1675.64,1,1,0.121859,0.0350751,0
0,215585,0.302629,286.704,1675.64,1.5,1,0.0975895,0.0258897,0
0,215585,0.302629,286.704,1675.64,2,1,0.0788508,0.0184325,0
0,215585,0.302629,286.704,1675.64,2.5,1,0.0650764,0.0154929,0
0,215585,0.302629,286.704,1675.64,3,1,0.0536752,0.0121516,0
0,215585,0.302629,286.704,1675.64,3.5,1,0.044647,0.0108494,0
0,215585,0.302629,286.704,1675.64,4,1,0.0368018,0.00906943,0
0,215585,0.302629,286.704,1675.64,4.5,1,0.0301546,0.00834257,0
0,215585,0.302629,286.704,1675.64,5,1,0.0241762,0.00727815,0
0,215585,0.302629,286.704,1675.64,5.5,1,0.0188842,0.00670093,0
0,215585,0.302629,286.704,1675.64,6,1,0.0141557,0.00585315,0
0,215585,0.302629,286.704,1675.64,6.5,1,0.0101157,0.00517753,0
0,215585,0.302629,286.704,1675.64,7,1,0.00686206,0.00439277,0
0,215585,0.302629,286.704,1675.64,7.5,1,0.00444084,0.00376668,0
0,215585,0.302629,286.704,1675.64,8,1,0.00278055,0.00323318,0
0,215585,0.302629,286.704,1675.64,8.5,1,0.00168267,0.00287706,0
0,215585,0.302629,286.704,1675.64,9,1,0.000952905,0.00263958,0
0,215585,0.302629,286.704,1675.64,9.5,1,0.000428866,0.00251402,0
0,215585,0.302629,286.704,1675.64,10,1,-1.34E-18,0.00247151,0
0,215585,0.302629,286.704,1675.64,10.5,1,-0.000428866,0.00251402,0
0,215585,0.302629,286.704,1675.64,11,1,-0.000952905,0.00263958,0
0,215585,0.302629,286.704,1675.64,11.5,1,-0.00168267,0.00287706,0
0,215585,0.302629,286.704,1675.64,12,1,-0.00278055,0.00323318,0
0,215585,0.302629,286.704,1675.64,12.5,1,-0.00444084,0.00376668,0
0,215585,0.302629,286.704,1675.64,13,1,-0.00686206,0.00439277,0
0,215585,0.302629,286.704,1675.64,13.5,1,-0.0101157,0.00517753,0
0,215585,0.302629,286.704,1675.64,14,1,-0.0141557,0.00585315,0
0,215585,0.302629,286.704,1675.64,14.5,1,-0.0188842,0.00670093,0
0,215585,0.302629,286.704,1675.64,15,1,-0.0241762,0.00727815,0
0,215585,0.302629,286.704,1675.64,15.5,1,-0.0301546,0.00834257,0
